EID,Angle1,Angle2,Filename_y,Coordinate,Filename
sub-NDARRC982ZE9,201.05,80.37,,,sub-NDARRC982ZE9-201.05-80.37-curv.png
sub-NDARZA694WHF,207.42,90.82,,,sub-NDARZA694WHF-207.42-90.82-curv.png
sub-NDARRT039CPB,212.58,77.74,,,sub-NDARRT039CPB-212.58-77.74-curv.png
sub-NDARNK322PHW,208.19,84.29,,,sub-NDARNK322PHW-208.19-84.29-curv.png
sub-NDARPT777FDA,214.85,80.44,,,sub-NDARPT777FDA-214.85-80.44-curv.png
sub-NDARFR426KVH,210.24,99.88,,,sub-NDARFR426KVH-210.24-99.88-curv.png
sub-NDARMJ699RJN,196.46,94.47,,,sub-NDARMJ699RJN-196.46-94.47-curv.png
sub-NDARZV766YXP,199.87,101.34,,,sub-NDARZV766YXP-199.87-101.34-curv.png
sub-NDARMW863HW5,206.37,92.82,,,sub-NDARMW863HW5-206.37-92.82-curv.png
sub-NDARTE424BUF,197.08,90.59,,,sub-NDARTE424BUF-197.08-90.59-curv.png
sub-NDARWF122UUJ,207.68,95.85,,,sub-NDARWF122UUJ-207.68-95.85-curv.png
sub-NDARUL881JR9,207.13,88.84,,,sub-NDARUL881JR9-207.13-88.84-curv.png
sub-NDARKZ634RVX,221.56,85.89,,,sub-NDARKZ634RVX-221.56-85.89-curv.png
sub-NDARPK597XH0,215.74,96.93,,,sub-NDARPK597XH0-215.74-96.93-curv.png
sub-NDARNN761ZPA,206.93,104.86,,,sub-NDARNN761ZPA-206.93-104.86-curv.png
sub-NDARKG697CEW,205.6,82.36,,,sub-NDARKG697CEW-205.6-82.36-curv.png
sub-NDARBE287EFC,196.25,98.19,,,sub-NDARBE287EFC-196.25-98.19-curv.png
sub-NDARHR690ZAM,208.71,81.32,,,sub-NDARHR690ZAM-208.71-81.32-curv.png
sub-NDARHY099CUL,221.41,101.2,,,sub-NDARHY099CUL-221.41-101.2-curv.png
sub-NDAREK686WN1,218.74,78.38,,,sub-NDAREK686WN1-218.74-78.38-curv.png
sub-NDARMG675JB4,221.95,97.89,,,sub-NDARMG675JB4-221.95-97.89-curv.png
sub-NDARWJ019VGU,198.16,93.26,,,sub-NDARWJ019VGU-198.16-93.26-curv.png
sub-NDARMG263JRX,202.9,101.64,,,sub-NDARMG263JRX-202.9-101.64-curv.png
sub-NDARML626PGU,214.54,93.23,,,sub-NDARML626PGU-214.54-93.23-curv.png
sub-NDARCA578CEB,199.39,92.83,,,sub-NDARCA578CEB-199.39-92.83-curv.png
sub-NDARLA516PH1,223.68,83.79,,,sub-NDARLA516PH1-223.68-83.79-curv.png
sub-NDARHW933UVJ,201.76,99.87,,,sub-NDARHW933UVJ-201.76-99.87-curv.png
sub-NDARJH729HXT,213.33,94.31,,,sub-NDARJH729HXT-213.33-94.31-curv.png
sub-NDARRC295CHW,223.43,93.19,,,sub-NDARRC295CHW-223.43-93.19-curv.png
sub-NDAREN417DJE,222.0,78.71,,,sub-NDAREN417DJE-222.0-78.71-curv.png
sub-NDARFU786BN4,209.31,82.63,,,sub-NDARFU786BN4-209.31-82.63-curv.png
sub-NDARLY483UNZ,214.73,96.85,,,sub-NDARLY483UNZ-214.73-96.85-curv.png
sub-NDARVN648NN2,207.72,83.98,,,sub-NDARVN648NN2-207.72-83.98-curv.png
sub-NDARMK046ZRK,214.98,90.94,,,sub-NDARMK046ZRK-214.98-90.94-curv.png
sub-NDARNK241ZXA,204.27,77.65,,,sub-NDARNK241ZXA-204.27-77.65-curv.png
sub-NDARKV353MTD,214.1,90.66,,,sub-NDARKV353MTD-214.1-90.66-curv.png
sub-NDARRZ199KNG,210.03,89.21,,,sub-NDARRZ199KNG-210.03-89.21-curv.png
sub-NDARTK524HRR,203.72,94.97,,,sub-NDARTK524HRR-203.72-94.97-curv.png
sub-NDARTV480WBU,201.22,83.5,,,sub-NDARTV480WBU-201.22-83.5-curv.png
sub-NDARDE681UEX,195.8,103.61,,,sub-NDARDE681UEX-195.8-103.61-curv.png
sub-NDARGG539YGN,222.92,78.09,,,sub-NDARGG539YGN-222.92-78.09-curv.png
sub-NDAREC238AY4,203.56,101.97,,,sub-NDAREC238AY4-203.56-101.97-curv.png
sub-NDARNV570NHA,208.9,89.99,,,sub-NDARNV570NHA-208.9-89.99-curv.png
sub-NDARUX187JTB,199.53,97.28,,,sub-NDARUX187JTB-199.53-97.28-curv.png
sub-NDARPF179GNV,195.12,81.67,,,sub-NDARPF179GNV-195.12-81.67-curv.png
sub-NDARUR153ZWB,212.95,88.39,,,sub-NDARUR153ZWB-212.95-88.39-curv.png
sub-NDARYG391PMU,196.24,80.18,,,sub-NDARYG391PMU-196.24-80.18-curv.png
sub-NDARVF159VP9,216.07,75.86,,,sub-NDARVF159VP9-216.07-75.86-curv.png
sub-NDARWM955GR5,218.23,82.3,,,sub-NDARWM955GR5-218.23-82.3-curv.png
sub-NDARXY532ZTT,196.15,78.15,,,sub-NDARXY532ZTT-196.15-78.15-curv.png
sub-NDARYA030ZG7,215.28,76.19,,,sub-NDARYA030ZG7-215.28-76.19-curv.png
sub-NDARHJ945PV0,213.49,85.53,,,sub-NDARHJ945PV0-213.49-85.53-curv.png
sub-NDARPT670LAY,220.58,82.23,,,sub-NDARPT670LAY-220.58-82.23-curv.png
sub-NDARHF545HFW,201.32,86.93,,,sub-NDARHF545HFW-201.32-86.93-curv.png
sub-NDARYE521RDA,201.49,84.38,,,sub-NDARYE521RDA-201.49-84.38-curv.png
sub-NDARRZ993EL4,202.7,82.92,,,sub-NDARRZ993EL4-202.7-82.92-curv.png
sub-NDARME736MN8,197.34,77.54,,,sub-NDARME736MN8-197.34-77.54-curv.png
sub-NDARLY114PDC,219.52,96.87,,,sub-NDARLY114PDC-219.52-96.87-curv.png
sub-NDARCA153NKE,214.35,90.18,,,sub-NDARCA153NKE-214.35-90.18-curv.png
sub-NDARVJ687ENB,203.73,104.16,,,sub-NDARVJ687ENB-203.73-104.16-curv.png
sub-NDARYA503XVQ,204.38,78.08,,,sub-NDARYA503XVQ-204.38-78.08-curv.png
sub-NDARYY419ZXX,214.54,103.19,,,sub-NDARYY419ZXX-214.54-103.19-curv.png
sub-NDARZY668NMV,216.8,104.24,,,sub-NDARZY668NMV-216.8-104.24-curv.png
sub-NDARYC287UFV,218.44,99.28,,,sub-NDARYC287UFV-218.44-99.28-curv.png
sub-NDARUF230BYM,204.45,77.23,,,sub-NDARUF230BYM-204.45-77.23-curv.png
sub-NDARZG236AUT,217.25,98.61,,,sub-NDARZG236AUT-217.25-98.61-curv.png
sub-NDARAU708TL8,216.93,102.13,,,sub-NDARAU708TL8-216.93-102.13-curv.png
sub-NDAREC647MKW,203.51,92.51,,,sub-NDAREC647MKW-203.51-92.51-curv.png
sub-NDAREU211JMY,203.5,83.33,,,sub-NDAREU211JMY-203.5-83.33-curv.png
sub-NDARHC737MHK,211.91,95.79,,,sub-NDARHC737MHK-211.91-95.79-curv.png
sub-NDARWZ709DLY,209.05,77.48,,,sub-NDARWZ709DLY-209.05-77.48-curv.png
sub-NDARFR109LKT,198.82,85.26,,,sub-NDARFR109LKT-198.82-85.26-curv.png
sub-NDARHZ476MJP,224.26,103.39,,,sub-NDARHZ476MJP-224.26-103.39-curv.png
sub-NDARBU928LV0,223.23,94.72,,,sub-NDARBU928LV0-223.23-94.72-curv.png
sub-NDARWK983JFE,219.45,76.1,,,sub-NDARWK983JFE-219.45-76.1-curv.png
sub-NDARZF625MH8,208.86,104.08,,,sub-NDARZF625MH8-208.86-104.08-curv.png
sub-NDARJA356XHT,207.67,82.83,,,sub-NDARJA356XHT-207.67-82.83-curv.png
sub-NDARNL587LVL,199.1,83.0,,,sub-NDARNL587LVL-199.1-83.0-curv.png
sub-NDARUN300FG1,220.38,82.65,,,sub-NDARUN300FG1-220.38-82.65-curv.png
sub-NDARUT233WU9,198.52,80.42,,,sub-NDARUT233WU9-198.52-80.42-curv.png
sub-NDARYU323ZDJ,207.69,87.01,,,sub-NDARYU323ZDJ-207.69-87.01-curv.png
sub-NDARZG236AUT,197.0,84.72,,,sub-NDARZG236AUT-197.0-84.72-curv.png
sub-NDARAE877NER,215.2,102.81,,,sub-NDARAE877NER-215.2-102.81-curv.png
sub-NDARTV119WJK,202.03,101.67,,,sub-NDARTV119WJK-202.03-101.67-curv.png
sub-NDARUW816MP3,199.77,99.79,,,sub-NDARUW816MP3-199.77-99.79-curv.png
sub-NDARDF568GL5,219.42,91.87,,,sub-NDARDF568GL5-219.42-91.87-curv.png
sub-NDARKW999WZD,215.67,88.34,,,sub-NDARKW999WZD-215.67-88.34-curv.png
sub-NDARJT606WGQ,214.83,82.19,,,sub-NDARJT606WGQ-214.83-82.19-curv.png
sub-NDARRR622MYT,220.33,103.48,,,sub-NDARRR622MYT-220.33-103.48-curv.png
sub-NDARTG396FGE,200.56,104.23,,,sub-NDARTG396FGE-200.56-104.23-curv.png
sub-NDARXH017ZLE,199.19,81.64,,,sub-NDARXH017ZLE-199.19-81.64-curv.png
sub-NDARMH249AWF,202.09,77.27,,,sub-NDARMH249AWF-202.09-77.27-curv.png
sub-NDARUD871XPD,195.02,101.34,,,sub-NDARUD871XPD-195.02-101.34-curv.png
sub-NDARUE603CHQ,199.37,86.06,,,sub-NDARUE603CHQ-199.37-86.06-curv.png
sub-NDARYF272EDC,197.85,75.78,,,sub-NDARYF272EDC-197.85-75.78-curv.png
sub-NDARVP109DF0,213.6,95.64,,,sub-NDARVP109DF0-213.6-95.64-curv.png
sub-NDARKT312RUD,216.24,81.05,,,sub-NDARKT312RUD-216.24-81.05-curv.png
sub-NDARLR586MPX,212.63,95.99,,,sub-NDARLR586MPX-212.63-95.99-curv.png
sub-NDARXZ850KHQ,202.97,85.02,,,sub-NDARXZ850KHQ-202.97-85.02-curv.png
sub-NDARHF023VG3,196.62,78.62,,,sub-NDARHF023VG3-196.62-78.62-curv.png
sub-NDARMX835PGE,195.63,88.76,,,sub-NDARMX835PGE-195.63-88.76-curv.png
sub-NDARNZ615UEU,217.43,89.03,,,sub-NDARNZ615UEU-217.43-89.03-curv.png
sub-NDARWZ283CWB,195.59,102.6,,,sub-NDARWZ283CWB-195.59-102.6-curv.png
sub-NDARNT225UVD,200.76,88.03,,,sub-NDARNT225UVD-200.76-88.03-curv.png
sub-NDARGC170UK2,211.76,91.48,,,sub-NDARGC170UK2-211.76-91.48-curv.png
sub-NDARXD502MC1,195.97,96.64,,,sub-NDARXD502MC1-195.97-96.64-curv.png
sub-NDARCA186WGH,199.64,83.82,,,sub-NDARCA186WGH-199.64-83.82-curv.png
sub-NDARCW932EU6,214.35,77.61,,,sub-NDARCW932EU6-214.35-77.61-curv.png
sub-NDARLR620FW6,205.71,103.15,,,sub-NDARLR620FW6-205.71-103.15-curv.png
sub-NDARAV519RND,220.96,92.74,,,sub-NDARAV519RND-220.96-92.74-curv.png
sub-NDARMG451PJA,208.27,80.97,,,sub-NDARMG451PJA-208.27-80.97-curv.png
sub-NDARTT272WT5,205.06,75.17,,,sub-NDARTT272WT5-205.06-75.17-curv.png
sub-NDARBU112XZE,222.47,86.94,,,sub-NDARBU112XZE-222.47-86.94-curv.png
sub-NDARYA845EGP,198.94,91.96,,,sub-NDARYA845EGP-198.94-91.96-curv.png
sub-NDARAX287BLD,203.49,102.1,,,sub-NDARAX287BLD-203.49-102.1-curv.png
sub-NDARYE221LZB,211.03,75.05,,,sub-NDARYE221LZB-211.03-75.05-curv.png
sub-NDARGG058DYF,206.32,80.29,,,sub-NDARGG058DYF-206.32-80.29-curv.png
sub-NDARKM476GFK,220.42,93.06,,,sub-NDARKM476GFK-220.42-93.06-curv.png
sub-NDARWK065NJ9,206.29,101.21,,,sub-NDARWK065NJ9-206.29-101.21-curv.png
sub-NDARKC220LZG,211.09,76.94,,,sub-NDARKC220LZG-211.09-76.94-curv.png
sub-NDARKD064EVC,213.19,85.29,,,sub-NDARKD064EVC-213.19-85.29-curv.png
sub-NDARMK825WAX,210.42,86.06,,,sub-NDARMK825WAX-210.42-86.06-curv.png
sub-NDARBF293YRB,211.19,91.7,,,sub-NDARBF293YRB-211.19-91.7-curv.png
sub-NDARUX216VHK,206.69,97.36,,,sub-NDARUX216VHK-206.69-97.36-curv.png
sub-NDARVF544YP6,204.15,77.29,,,sub-NDARVF544YP6-204.15-77.29-curv.png
sub-NDARAE358VBE,202.61,81.72,,,sub-NDARAE358VBE-202.61-81.72-curv.png
sub-NDARGM196JMM,223.12,102.33,,,sub-NDARGM196JMM-223.12-102.33-curv.png
sub-NDARWX711LBK,201.08,77.88,,,sub-NDARWX711LBK-201.08-77.88-curv.png
sub-NDARCW497XW2,212.74,75.23,,,sub-NDARCW497XW2-212.74-75.23-curv.png
sub-NDARYE017HZA,201.57,88.72,,,sub-NDARYE017HZA-201.57-88.72-curv.png
sub-NDARPL651MD5,205.79,83.29,,,sub-NDARPL651MD5-205.79-83.29-curv.png
sub-NDARWC801CB5,204.13,104.44,,,sub-NDARWC801CB5-204.13-104.44-curv.png
sub-NDARLR083PKF,210.81,76.11,,,sub-NDARLR083PKF-210.81-76.11-curv.png
sub-NDARPF118ABV,205.43,83.0,,,sub-NDARPF118ABV-205.43-83.0-curv.png
sub-NDARCJ433TCG,218.57,82.89,,,sub-NDARCJ433TCG-218.57-82.89-curv.png
sub-NDARCG073GZ6,201.21,79.44,,,sub-NDARCG073GZ6-201.21-79.44-curv.png
sub-NDARCX021XWF,196.26,76.88,,,sub-NDARCX021XWF-196.26-76.88-curv.png
sub-NDARNL807DKC,217.74,90.9,,,sub-NDARNL807DKC-217.74-90.9-curv.png
sub-NDAREW661NZJ,212.6,94.91,,,sub-NDAREW661NZJ-212.6-94.91-curv.png
sub-NDARTT667RKQ,205.17,97.51,,,sub-NDARTT667RKQ-205.17-97.51-curv.png
sub-NDARKX346VTV,212.42,95.95,,,sub-NDARKX346VTV-212.42-95.95-curv.png
sub-NDARPK597XH0,219.23,98.4,,,sub-NDARPK597XH0-219.23-98.4-curv.png
sub-NDARPM105MKA,207.51,75.25,,,sub-NDARPM105MKA-207.51-75.25-curv.png
sub-NDARXY337ZH9,201.75,76.7,,,sub-NDARXY337ZH9-201.75-76.7-curv.png
sub-NDAREW074ZM2,208.6,96.18,,,sub-NDAREW074ZM2-208.6-96.18-curv.png
sub-NDARMJ699RJN,200.79,76.16,,,sub-NDARMJ699RJN-200.79-76.16-curv.png
sub-NDARKK000PNQ,200.09,93.21,,,sub-NDARKK000PNQ-200.09-93.21-curv.png
sub-NDARLY483UNZ,223.14,76.86,,,sub-NDARLY483UNZ-223.14-76.86-curv.png
sub-NDARLT314TWP,213.75,75.11,,,sub-NDARLT314TWP-213.75-75.11-curv.png
sub-NDARTV480WBU,208.0,80.54,,,sub-NDARTV480WBU-208.0-80.54-curv.png
sub-NDARCV944JA6,198.45,89.32,,,sub-NDARCV944JA6-198.45-89.32-curv.png
sub-NDARHH654ZF9,224.3,77.42,,,sub-NDARHH654ZF9-224.3-77.42-curv.png
sub-NDARNX223DY3,208.99,104.01,,,sub-NDARNX223DY3-208.99-104.01-curv.png
sub-NDARER970AEF,216.82,75.42,,,sub-NDARER970AEF-216.82-75.42-curv.png
sub-NDARHX963YU1,211.29,82.46,,,sub-NDARHX963YU1-211.29-82.46-curv.png
sub-NDARYT332LMM,208.0,82.47,,,sub-NDARYT332LMM-208.0-82.47-curv.png
sub-NDARJJ638NAC,218.74,96.97,,,sub-NDARJJ638NAC-218.74-96.97-curv.png
sub-NDARGV220AU1,197.39,77.2,,,sub-NDARGV220AU1-197.39-77.2-curv.png
sub-NDARZJ587UZU,208.12,91.69,,,sub-NDARZJ587UZU-208.12-91.69-curv.png
sub-NDARAX287BLD,211.13,98.41,,,sub-NDARAX287BLD-211.13-98.41-curv.png
sub-NDARHT218GFA,206.15,86.3,,,sub-NDARHT218GFA-206.15-86.3-curv.png
sub-NDARYL124VM6,213.56,93.68,,,sub-NDARYL124VM6-213.56-93.68-curv.png
sub-NDARTJ862ENU,224.19,85.86,,,sub-NDARTJ862ENU-224.19-85.86-curv.png
sub-NDARZD099KWW,224.87,95.64,,,sub-NDARZD099KWW-224.87-95.64-curv.png
sub-NDARGY959RN8,220.64,85.11,,,sub-NDARGY959RN8-220.64-85.11-curv.png
sub-NDARLJ148JH2,224.55,89.6,,,sub-NDARLJ148JH2-224.55-89.6-curv.png
sub-NDARAV747WVL,215.43,99.25,,,sub-NDARAV747WVL-215.43-99.25-curv.png
sub-NDARYZ906UHJ,220.11,85.82,,,sub-NDARYZ906UHJ-220.11-85.82-curv.png
sub-NDARKZ198TAA,205.1,102.04,,,sub-NDARKZ198TAA-205.1-102.04-curv.png
sub-NDARXJ973GFA,201.58,85.27,,,sub-NDARXJ973GFA-201.58-85.27-curv.png
sub-NDARYY218AGA,200.24,95.3,,,sub-NDARYY218AGA-200.24-95.3-curv.png
sub-NDARHT095YB4,204.06,85.23,,,sub-NDARHT095YB4-204.06-85.23-curv.png
sub-NDARFK262EKF,201.18,83.45,,,sub-NDARFK262EKF-201.18-83.45-curv.png
sub-NDARUB231LHN,220.61,76.48,,,sub-NDARUB231LHN-220.61-76.48-curv.png
sub-NDARVC964LX0,210.52,81.0,,,sub-NDARVC964LX0-210.52-81.0-curv.png
sub-NDARVB04TJA,204.3,102.95,,,sub-NDARVB04TJA-204.3-102.95-curv.png
sub-NDARKE726AMA,212.39,93.58,,,sub-NDARKE726AMA-212.39-93.58-curv.png
sub-NDARDW178AC6,210.33,89.7,,,sub-NDARDW178AC6-210.33-89.7-curv.png
sub-NDARFT698LLU,217.42,89.67,,,sub-NDARFT698LLU-217.42-89.67-curv.png
sub-NDARMD575AXD,217.5,100.02,,,sub-NDARMD575AXD-217.5-100.02-curv.png
sub-NDARLD287MLP,220.94,99.77,,,sub-NDARLD287MLP-220.94-99.77-curv.png
sub-NDARJZ549HU8,201.77,94.4,,,sub-NDARJZ549HU8-201.77-94.4-curv.png
sub-NDARMV274TAY,195.38,83.77,,,sub-NDARMV274TAY-195.38-83.77-curv.png
sub-NDARRC348AFG,215.1,87.39,,,sub-NDARRC348AFG-215.1-87.39-curv.png
sub-NDARUE605HGP,205.67,94.93,,,sub-NDARUE605HGP-205.67-94.93-curv.png
sub-NDARDB161LU6,204.29,94.36,,,sub-NDARDB161LU6-204.29-94.36-curv.png
sub-NDARZB128KCF,207.47,92.52,,,sub-NDARZB128KCF-207.47-92.52-curv.png
sub-NDARDF373ZDW,212.65,87.94,,,sub-NDARDF373ZDW-212.65-87.94-curv.png
sub-NDARUV578DU2,217.1,98.4,,,sub-NDARUV578DU2-217.1-98.4-curv.png
sub-NDARFJ651RMJ,218.21,99.11,,,sub-NDARFJ651RMJ-218.21-99.11-curv.png
sub-NDARYJ536MCR,201.03,76.85,,,sub-NDARYJ536MCR-201.03-76.85-curv.png
sub-NDARJJ345VHW,196.27,90.31,,,sub-NDARJJ345VHW-196.27-90.31-curv.png
sub-NDARFU789PRX,218.99,84.3,,,sub-NDARFU789PRX-218.99-84.3-curv.png
sub-NDARYZ986HEW,205.5,85.43,,,sub-NDARYZ986HEW-205.5-85.43-curv.png
sub-NDARCU118LMX,216.65,76.06,,,sub-NDARCU118LMX-216.65-76.06-curv.png
sub-NDARZV983XK9,213.28,91.8,,,sub-NDARZV983XK9-213.28-91.8-curv.png
sub-NDARJZ888UX6,199.73,84.18,,,sub-NDARJZ888UX6-199.73-84.18-curv.png
sub-NDARWZ709DLY,213.56,102.37,,,sub-NDARWZ709DLY-213.56-102.37-curv.png
sub-NDARWE130JMG,201.05,83.17,,,sub-NDARWE130JMG-201.05-83.17-curv.png
sub-NDAREK686WN1,195.32,94.88,,,sub-NDAREK686WN1-195.32-94.88-curv.png
sub-NDARZV749GAP,221.73,104.24,,,sub-NDARZV749GAP-221.73-104.24-curv.png
sub-NDARKL916FDC,197.29,97.38,,,sub-NDARKL916FDC-197.29-97.38-curv.png
sub-NDARJY033DKZ,206.55,77.28,,,sub-NDARJY033DKZ-206.55-77.28-curv.png
sub-NDARFB908HVX,197.05,102.84,,,sub-NDARFB908HVX-197.05-102.84-curv.png
sub-NDARTY533VXQ,196.09,76.52,,,sub-NDARTY533VXQ-196.09-76.52-curv.png
sub-NDARGT682ZWN,212.49,96.31,,,sub-NDARGT682ZWN-212.49-96.31-curv.png
sub-NDAREV527ZRF,218.98,86.17,,,sub-NDAREV527ZRF-218.98-86.17-curv.png
sub-NDARHK598YJC,224.3,77.55,,,sub-NDARHK598YJC-224.3-77.55-curv.png
sub-NDARWK793VK4,215.45,81.63,,,sub-NDARWK793VK4-215.45-81.63-curv.png
sub-NDARCU621EBN,195.4,85.59,,,sub-NDARCU621EBN-195.4-85.59-curv.png
sub-NDARGE946RCB,199.22,90.4,,,sub-NDARGE946RCB-199.22-90.4-curv.png
sub-NDARRW100AU0,199.23,75.47,,,sub-NDARRW100AU0-199.23-75.47-curv.png
sub-NDARUE533XNH,198.86,102.22,,,sub-NDARUE533XNH-198.86-102.22-curv.png
sub-NDARGD507TDZ,203.76,75.84,,,sub-NDARGD507TDZ-203.76-75.84-curv.png
sub-NDARJA788CH7,217.34,78.83,,,sub-NDARJA788CH7-217.34-78.83-curv.png
sub-NDARWK065NJ9,197.59,77.29,,,sub-NDARWK065NJ9-197.59-77.29-curv.png
sub-NDARWE818UA6,207.97,75.97,,,sub-NDARWE818UA6-207.97-75.97-curv.png
sub-NDARLP181HLA,221.26,97.11,,,sub-NDARLP181HLA-221.26-97.11-curv.png
sub-NDARML626PGU,215.81,91.45,,,sub-NDARML626PGU-215.81-91.45-curv.png
sub-NDARVL498YX5,217.43,102.22,,,sub-NDARVL498YX5-217.43-102.22-curv.png
sub-NDARLA457ELH,218.23,81.79,,,sub-NDARLA457ELH-218.23-81.79-curv.png
sub-NDARLE554GYT,195.43,86.19,,,sub-NDARLE554GYT-195.43-86.19-curv.png
sub-NDARVD685RRJ,217.51,82.48,,,sub-NDARVD685RRJ-217.51-82.48-curv.png
sub-NDARGM258RZU,200.27,91.83,,,sub-NDARGM258RZU-200.27-91.83-curv.png
sub-NDARAY298THW,216.37,80.38,,,sub-NDARAY298THW-216.37-80.38-curv.png
sub-NDARVB811FVD,212.86,76.85,,,sub-NDARVB811FVD-212.86-76.85-curv.png
sub-NDARHZ413DZL,218.07,84.4,,,sub-NDARHZ413DZL-218.07-84.4-curv.png
sub-NDARLM877UZM,221.34,95.05,,,sub-NDARLM877UZM-221.34-95.05-curv.png
sub-NDARXW045HPY,202.57,90.5,,,sub-NDARXW045HPY-202.57-90.5-curv.png
sub-NDARGG205WVN,221.2,88.31,,,sub-NDARGG205WVN-221.2-88.31-curv.png
sub-NDARFM619GTV,216.19,93.59,,,sub-NDARFM619GTV-216.19-93.59-curv.png
sub-NDARME930DE7,202.42,98.03,,,sub-NDARME930DE7-202.42-98.03-curv.png
sub-NDARKF704MKL,214.61,76.74,,,sub-NDARKF704MKL-214.61-76.74-curv.png
sub-NDARDR240WKM,195.55,96.53,,,sub-NDARDR240WKM-195.55-96.53-curv.png
sub-NDARVV199XK2,199.98,102.25,,,sub-NDARVV199XK2-199.98-102.25-curv.png
sub-NDARNX125KJ1,216.86,76.74,,,sub-NDARNX125KJ1-216.86-76.74-curv.png
sub-NDARUE533XNH,224.43,83.28,,,sub-NDARUE533XNH-224.43-83.28-curv.png
sub-NDARWB042HCE,212.46,80.53,,,sub-NDARWB042HCE-212.46-80.53-curv.png
sub-NDARWV449GEM,223.53,83.08,,,sub-NDARWV449GEM-223.53-83.08-curv.png
sub-NDAREV527ZRF,207.75,82.75,,,sub-NDAREV527ZRF-207.75-82.75-curv.png
sub-NDARNH200DA6,203.7,83.99,,,sub-NDARNH200DA6-203.7-83.99-curv.png
sub-NDARFW130NGG,211.94,80.43,,,sub-NDARFW130NGG-211.94-80.43-curv.png
sub-NDARDH868WEB,199.1,83.74,,,sub-NDARDH868WEB-199.1-83.74-curv.png
sub-NDAREF888EVV,215.67,83.8,,,sub-NDAREF888EVV-215.67-83.8-curv.png
sub-NDARDH086ZKK,205.62,75.21,,,sub-NDARDH086ZKK-205.62-75.21-curv.png
sub-NDARUL881JR9,202.59,91.04,,,sub-NDARUL881JR9-202.59-91.04-curv.png
sub-NDARDX770PJK,208.17,98.27,,,sub-NDARDX770PJK-208.17-98.27-curv.png
sub-NDAREC777ADZ,210.45,91.69,,,sub-NDAREC777ADZ-210.45-91.69-curv.png
sub-NDARKB614KGY,223.87,86.29,,,sub-NDARKB614KGY-223.87-86.29-curv.png
sub-NDARGE366WNC,203.09,89.55,,,sub-NDARGE366WNC-203.09-89.55-curv.png
sub-NDARTJ862ENU,212.86,83.25,,,sub-NDARTJ862ENU-212.86-83.25-curv.png
sub-NDARTC652JK4,206.3,101.02,,,sub-NDARTC652JK4-206.3-101.02-curv.png
sub-NDARKM718VKX,219.35,97.33,,,sub-NDARKM718VKX-219.35-97.33-curv.png
sub-NDARMN043YKC,213.98,102.3,,,sub-NDARMN043YKC-213.98-102.3-curv.png
sub-NDARFP841PDJ,222.51,95.53,,,sub-NDARFP841PDJ-222.51-95.53-curv.png
sub-NDARLH263KCL,201.22,85.69,,,sub-NDARLH263KCL-201.22-85.69-curv.png
sub-NDARTR175UDC,222.34,100.96,,,sub-NDARTR175UDC-222.34-100.96-curv.png
sub-NDARZV749GAP,223.7,104.3,,,sub-NDARZV749GAP-223.7-104.3-curv.png
sub-NDARVC305AC6,212.95,92.1,,,sub-NDARVC305AC6-212.95-92.1-curv.png
sub-NDARMN376BMF,218.76,76.95,,,sub-NDARMN376BMF-218.76-76.95-curv.png
sub-NDARLF484WJL,209.25,83.86,,,sub-NDARLF484WJL-209.25-83.86-curv.png
sub-NDARZE542ZVH,199.18,85.57,,,sub-NDARZE542ZVH-199.18-85.57-curv.png
sub-NDARWJ321WKG,201.09,98.4,,,sub-NDARWJ321WKG-201.09-98.4-curv.png
sub-NDARKX371CJY,220.16,99.12,,,sub-NDARKX371CJY-220.16-99.12-curv.png
sub-NDARUH712NRU,201.02,75.15,,,sub-NDARUH712NRU-201.02-75.15-curv.png
sub-NDARHL238VL2,224.16,77.51,,,sub-NDARHL238VL2-224.16-77.51-curv.png
sub-NDARLD016VCA,219.17,104.9,,,sub-NDARLD016VCA-219.17-104.9-curv.png
sub-NDARCD182XT1,223.77,95.88,,,sub-NDARCD182XT1-223.77-95.88-curv.png
sub-NDARKN520GGD,217.18,89.98,,,sub-NDARKN520GGD-217.18-89.98-curv.png
sub-NDARBJ674TVU,206.5,88.34,,,sub-NDARBJ674TVU-206.5-88.34-curv.png
sub-NDARNX477HZ4,214.09,92.95,,,sub-NDARNX477HZ4-214.09-92.95-curv.png
sub-NDARPJ151ERK,207.62,100.12,,,sub-NDARPJ151ERK-207.62-100.12-curv.png
sub-NDARHL822EJK,218.35,78.98,,,sub-NDARHL822EJK-218.35-78.98-curv.png
sub-NDARKG460MWV,202.48,103.09,,,sub-NDARKG460MWV-202.48-103.09-curv.png
sub-NDARGB000CW8,195.67,78.48,,,sub-NDARGB000CW8-195.67-78.48-curv.png
sub-NDARHR690ZAM,213.83,90.92,,,sub-NDARHR690ZAM-213.83-90.92-curv.png
sub-NDARYT155NHX,221.48,87.08,,,sub-NDARYT155NHX-221.48-87.08-curv.png
sub-NDARFG851ZNZ,214.89,93.3,,,sub-NDARFG851ZNZ-214.89-93.3-curv.png
sub-NDARVL190JA8,200.71,88.88,,,sub-NDARVL190JA8-200.71-88.88-curv.png
sub-NDARNU497GTX,208.89,96.64,,,sub-NDARNU497GTX-208.89-96.64-curv.png
sub-NDARVN363NNQ,201.15,101.43,,,sub-NDARVN363NNQ-201.15-101.43-curv.png
sub-NDARAN076TPG,201.19,101.39,,,sub-NDARAN076TPG-201.19-101.39-curv.png
